customer_id,Recency,Frequency,Monetary,AvgOrderValue,PurchaseRate,CLV_1yr,R,F,M,RFM_Score,RFM_Segment,Cluster,Segment
C00284,135,4,362.94,90.735,0.010958904,362.94,2,2,2,6,At-Risk,0,At-Risk
C00285,7,15,4859.6134,323.9742267,0.04109589,4859.6134,5,5,5,15,Champions,1,Loyalists
C00286,51,8,1286.07,160.75875,0.021917808,1286.07,4,4,4,12,Loyalists,3,At-Risk
C00287,149,2,99.02,49.51,0.005479452,99.02,2,1,1,4,Dormant,2,Dormant
C00288,58,8,972.76,121.595,0.021917808,972.76,3,4,3,10,Loyalists,3,At-Risk
C00289,86,5,533.17,106.634,0.01369863,533.17,3,3,3,9,At-Risk,0,At-Risk
C00290,24,11,3147.18,286.1072727,0.030136986,3147.18,4,4,4,12,Loyalists,3,At-Risk
C00291,11,11,3668.8834,333.5348545,0.030136986,3668.8834,5,4,5,14,Champions,1,Loyalists
C00292,298,3,143.29,47.76333333,0.008219178,143.29,1,2,2,5,Dormant,2,Dormant
C00293,40,10,1248.17,124.817,0.02739726,1248.17,4,4,4,12,Loyalists,3,At-Risk
C00294,17,7,2162.96,308.9942857,0.019178082,2162.96,5,3,4,12,Loyalists,3,At-Risk
C00295,134,5,600.49,120.098,0.01369863,600.49,2,3,3,8,At-Risk,0,At-Risk
C00296,120,1,76.55,76.55,0.002739726,76.55,2,1,1,4,Dormant,2,Dormant
C00297,4,18,5940.5134,330.0285222,0.049315068,5940.5134,5,5,5,15,Champions,1,Loyalists
C00298,156,4,469.62,117.405,0.010958904,469.62,2,2,3,7,At-Risk,0,At-Risk
C00299,20,11,3293.27,299.3881818,0.030136986,3293.27,4,4,5,13,Champions,3,At-Risk
C00300,2,12,3202.57,266.8808333,0.032876712,3202.57,5,4,4,13,Champions,1,Loyalists
C00301,100,5,618.21,123.642,0.01369863,618.21,3,3,3,9,At-Risk,0,At-Risk
C00302,132,3,304.35,101.45,0.008219178,304.35,2,2,2,6,At-Risk,0,At-Risk
C00303,103,6,391.53,65.255,0.016438356,391.53,3,3,3,9,At-Risk,0,At-Risk
C00304,156,5,307.67,61.534,0.01369863,307.67,2,3,2,7,At-Risk,0,At-Risk
C00305,327,1,48.91,48.91,0.002739726,48.91,1,1,1,3,Dormant,2,Dormant
C00306,179,2,254.26,127.13,0.005479452,254.26,2,1,2,5,Dormant,0,At-Risk
C00307,41,8,1195.18,149.3975,0.021917808,1195.18,4,4,4,12,Loyalists,3,At-Risk
C00308,129,6,449.66,74.94333333,0.016438356,449.66,2,3,3,8,At-Risk,0,At-Risk
C00309,49,6,882.43,147.0716667,0.016438356,882.43,4,3,3,10,Loyalists,3,At-Risk
C00310,48,9,1317.35,146.3722222,0.024657534,1317.35,4,4,4,12,Loyalists,3,At-Risk
C00311,20,10,2941.42,294.142,0.02739726,2941.42,4,4,4,12,Loyalists,3,At-Risk
C00312,18,9,2511.81,279.09,0.024657534,2511.81,4,4,4,12,Loyalists,3,At-Risk
C00313,323,2,45.33,22.665,0.005479452,45.33,1,1,1,3,Dormant,2,Dormant
C00314,325,2,72.86,36.43,0.005479452,72.86,1,1,1,3,Dormant,2,Dormant
C00315,154,1,97.87,97.87,0.002739726,97.87,2,1,1,4,Dormant,2,Dormant
C00316,38,6,850.21,141.7016667,0.016438356,850.21,4,3,3,10,Loyalists,3,At-Risk
C00317,18,9,2952.84,328.0933333,0.024657534,2952.84,4,4,4,12,Loyalists,3,At-Risk
C00318,13,14,4727.88,337.7057143,0.038356164,4727.88,5,5,5,15,Champions,1,Loyalists
C00319,66,8,1089.6,136.2,0.021917808,1089.6,3,4,4,11,Loyalists,3,At-Risk
C00320,135,9,649.23,72.13666667,0.024657534,649.23,2,4,3,9,At-Risk,0,At-Risk
C00321,126,4,297.37,74.3425,0.010958904,297.37,2,2,2,6,At-Risk,0,At-Risk
C00322,140,4,440.09,110.0225,0.010958904,440.09,2,2,3,7,At-Risk,0,At-Risk
C00323,72,5,801.7,160.34,0.01369863,801.7,3,3,3,9,At-Risk,0,At-Risk
C00324,313,1,84.28,84.28,0.002739726,84.28,1,1,1,3,Dormant,2,Dormant
C00325,150,4,437.47,109.3675,0.010958904,437.47,2,2,3,7,At-Risk,0,At-Risk
C00326,125,6,412.66,68.77666667,0.016438356,412.66,2,3,3,8,At-Risk,0,At-Risk
C00327,157,3,365.31,121.77,0.008219178,365.31,2,2,2,6,At-Risk,0,At-Risk
C00328,55,10,1605.81,160.581,0.02739726,1605.81,3,4,4,11,Loyalists,3,At-Risk
C00329,28,16,4823.59,301.474375,0.043835616,4823.59,4,5,5,14,Champions,1,Loyalists
C00330,50,4,423.7,105.925,0.010958904,423.7,4,2,3,9,At-Risk,0,At-Risk
C00331,145,5,413.68,82.736,0.01369863,413.68,2,3,3,8,At-Risk,0,At-Risk
C00332,26,18,4735.95,263.1083333,0.049315068,4735.95,4,5,5,14,Champions,1,Loyalists
C00333,5,12,3600.1334,300.0111167,0.032876712,3600.1334,5,4,5,14,Champions,1,Loyalists
C00334,19,17,5181.3534,304.7854941,0.046575342,5181.3534,4,5,5,14,Champions,1,Loyalists
C00335,12,11,3404.11,309.4645455,0.030136986,3404.11,5,4,5,14,Champions,1,Loyalists
C00336,316,4,201.4,50.35,0.010958904,201.4,1,2,2,5,Dormant,2,Dormant
C00337,166,3,237.94,79.31333333,0.008219178,237.94,2,2,2,6,At-Risk,0,At-Risk
C00338,38,4,632.74,158.185,0.010958904,632.74,4,2,3,9,At-Risk,3,At-Risk
C00339,8,17,4825.24,283.8376471,0.046575342,4825.24,5,5,5,15,Champions,1,Loyalists
C00340,62,10,1694.93,169.493,0.02739726,1694.93,3,4,4,11,Loyalists,3,At-Risk
C00341,36,7,826.31,118.0442857,0.019178082,826.31,4,3,3,10,Loyalists,3,At-Risk
C00342,6,24,7078.34,294.9308333,0.065753425,7078.34,5,5,5,15,Champions,1,Loyalists
C00343,34,8,1207.87,150.98375,0.021917808,1207.87,4,4,4,12,Loyalists,3,At-Risk
C00344,59,6,898.62,149.77,0.016438356,898.62,3,3,3,9,At-Risk,3,At-Risk
C00345,116,5,466.01,93.202,0.01369863,466.01,3,3,3,9,At-Risk,0,At-Risk
C00346,119,4,390.88,97.72,0.010958904,390.88,3,2,3,8,At-Risk,0,At-Risk
C00347,7,14,4472.59,319.4707143,0.038356164,4472.59,5,5,5,15,Champions,1,Loyalists
C00348,41,10,1277.87,127.787,0.02739726,1277.87,4,4,4,12,Loyalists,3,At-Risk
C00349,136,1,30.72,30.72,0.002739726,30.72,2,1,1,4,Dormant,2,Dormant
C00350,82,4,436.97,109.2425,0.010958904,436.97,3,2,3,8,At-Risk,0,At-Risk
C00351,366,1,53.64,53.64,0.002739726,53.64,1,1,1,3,Dormant,2,Dormant
C00352,181,1,59.52,59.52,0.002739726,59.52,2,1,1,4,Dormant,2,Dormant
C00353,4,12,3652.87,304.4058333,0.032876712,3652.87,5,4,5,14,Champions,1,Loyalists
C00354,8,20,6398.5734,319.92867,0.054794521,6398.5734,5,5,5,15,Champions,1,Loyalists
C00355,216,1,114.49,114.49,0.002739726,114.49,1,1,1,3,Dormant,2,Dormant
C00356,7,7,2025.15,289.3071429,0.019178082,2025.15,5,3,4,12,Loyalists,3,At-Risk
C00357,130,7,684.06,97.72285714,0.019178082,684.06,2,3,3,8,At-Risk,0,At-Risk
C00358,213,1,51.04,51.04,0.002739726,51.04,2,1,1,4,Dormant,2,Dormant
C00359,210,1,126.56,126.56,0.002739726,126.56,2,1,2,5,Dormant,2,Dormant
C00360,76,5,587.53,117.506,0.01369863,587.53,3,3,3,9,At-Risk,0,At-Risk
C00361,126,3,155.15,51.71666667,0.008219178,155.15,2,2,2,6,At-Risk,0,At-Risk
C00362,62,12,1694.84,141.2366667,0.032876712,1694.84,3,4,4,11,Loyalists,3,At-Risk
C00363,119,3,343.7,114.5666667,0.008219178,343.7,3,2,2,7,At-Risk,0,At-Risk
C00364,310,1,19.59,19.59,0.002739726,19.59,1,1,1,3,Dormant,2,Dormant
C00365,122,1,155.57,155.57,0.002739726,155.57,2,1,2,5,Dormant,0,At-Risk
C00366,313,2,49.21,24.605,0.005479452,49.21,1,1,1,3,Dormant,2,Dormant
C00367,261,1,83.34,83.34,0.002739726,83.34,1,1,1,3,Dormant,2,Dormant
C00368,16,16,5161.67,322.604375,0.043835616,5161.67,5,5,5,15,Champions,1,Loyalists
C00369,28,5,1608.18,321.636,0.01369863,1608.18,4,3,4,11,Loyalists,3,At-Risk
C00370,36,7,2247.69,321.0985714,0.019178082,2247.69,4,3,4,11,Loyalists,3,At-Risk
C00371,17,16,5187.1634,324.1977125,0.043835616,5187.1634,5,5,5,15,Champions,1,Loyalists
C00372,11,16,4827.05,301.690625,0.043835616,4827.05,5,5,5,15,Champions,1,Loyalists
C00373,128,4,348.94,87.235,0.010958904,348.94,2,2,2,6,At-Risk,0,At-Risk
C00374,5,9,2415.87,268.43,0.024657534,2415.87,5,4,4,13,Champions,1,Loyalists
C00375,26,14,1903.59,135.9707143,0.038356164,1903.59,4,5,4,13,Champions,1,Loyalists
C00376,301,2,131.8,65.9,0.005479452,131.8,1,1,2,4,Dormant,2,Dormant
C00377,7,14,3995.6434,285.4031,0.038356164,3995.6434,5,5,5,15,Champions,1,Loyalists
C00378,308,2,94.08,47.04,0.005479452,94.08,1,1,1,3,Dormant,2,Dormant
C00379,43,12,1686.53,140.5441667,0.032876712,1686.53,4,4,4,12,Loyalists,3,At-Risk
C00380,9,14,3932.85,280.9178571,0.038356164,3932.85,5,5,5,15,Champions,1,Loyalists
C00381,101,6,708.29,118.0483333,0.016438356,708.29,3,3,3,9,At-Risk,0,At-Risk
C00382,108,3,165.97,55.32333333,0.008219178,165.97,3,2,2,7,At-Risk,0,At-Risk
C00383,319,1,32.89,32.89,0.002739726,32.89,1,1,1,3,Dormant,2,Dormant
C00384,144,5,496.25,99.25,0.01369863,496.25,2,3,3,8,At-Risk,0,At-Risk
C00385,229,3,163.95,54.65,0.008219178,163.95,1,2,2,5,Dormant,2,Dormant
C00386,53,8,1364.99,170.62375,0.021917808,1364.99,3,4,4,11,Loyalists,3,At-Risk
C00387,10,15,4458.71,297.2473333,0.04109589,4458.71,5,5,5,15,Champions,1,Loyalists
C00388,137,4,364.98,91.245,0.010958904,364.98,2,2,2,6,At-Risk,0,At-Risk
C00389,377,2,114.03,57.015,0.005479452,114.03,1,1,1,3,Dormant,2,Dormant
C00390,339,1,43.78,43.78,0.002739726,43.78,1,1,1,3,Dormant,2,Dormant
C00391,59,9,1377.27,153.03,0.024657534,1377.27,3,4,4,11,Loyalists,3,At-Risk
C00392,61,7,1023.92,146.2742857,0.019178082,1023.92,3,3,4,10,Loyalists,3,At-Risk
C00393,200,1,91.97,91.97,0.002739726,91.97,2,1,1,4,Dormant,2,Dormant
C00394,30,7,1152.95,164.7071429,0.019178082,1152.95,4,3,4,11,Loyalists,3,At-Risk
C00395,349,2,122.09,61.045,0.005479452,122.09,1,1,2,4,Dormant,2,Dormant
C00396,270,2,94.63,47.315,0.005479452,94.63,1,1,1,3,Dormant,2,Dormant
C00397,55,11,1876.55,170.5954545,0.030136986,1876.55,3,4,4,11,Loyalists,3,At-Risk
C00398,93,3,263.72,87.90666667,0.008219178,263.72,3,2,2,7,At-Risk,0,At-Risk
C00399,130,1,95.94,95.94,0.002739726,95.94,2,1,1,4,Dormant,2,Dormant
C00400,13,17,5008.85,294.6382353,0.046575342,5008.85,5,5,5,15,Champions,1,Loyalists
C00401,369,3,193.61,64.53666667,0.008219178,193.61,1,2,2,5,Dormant,2,Dormant
C00402,163,3,293.88,97.96,0.008219178,293.88,2,2,2,6,At-Risk,0,At-Risk
C00403,309,2,77.83,38.915,0.005479452,77.83,1,1,1,3,Dormant,2,Dormant
C00404,14,8,1075.21,134.40125,0.021917808,1075.21,5,4,4,13,Champions,3,At-Risk
C00405,349,3,192.56,64.18666667,0.008219178,192.56,1,2,2,5,Dormant,2,Dormant
C00406,56,11,1746.15,158.7409091,0.030136986,1746.15,3,4,4,11,Loyalists,3,At-Risk
C00407,14,15,4605.92,307.0613333,0.04109589,4605.92,5,5,5,15,Champions,1,Loyalists
C00408,363,1,25.51,25.51,0.002739726,25.51,1,1,1,3,Dormant,2,Dormant
C00409,22,13,3416.02,262.7707692,0.035616438,3416.02,4,5,5,14,Champions,1,Loyalists
C00410,58,9,1396.47,155.1633333,0.024657534,1396.47,3,4,4,11,Loyalists,3,At-Risk
C00411,299,1,42.34,42.34,0.002739726,42.34,1,1,1,3,Dormant,2,Dormant
C00412,329,1,68.87,68.87,0.002739726,68.87,1,1,1,3,Dormant,2,Dormant
C00413,79,4,358.29,89.5725,0.010958904,358.29,3,2,2,7,At-Risk,0,At-Risk
C00414,129,1,69.45,69.45,0.002739726,69.45,2,1,1,4,Dormant,2,Dormant
C00415,52,10,1521.95,152.195,0.02739726,1521.95,3,4,4,11,Loyalists,3,At-Risk
C00416,78,6,784.57,130.7616667,0.016438356,784.57,3,3,3,9,At-Risk,0,At-Risk
C00417,62,8,1233.67,154.20875,0.021917808,1233.67,3,4,4,11,Loyalists,3,At-Risk
C00418,95,6,514.6,85.76666667,0.016438356,514.6,3,3,3,9,At-Risk,0,At-Risk
C00419,167,6,524.14,87.35666667,0.016438356,524.14,2,3,3,8,At-Risk,0,At-Risk
C00420,138,5,329.76,65.952,0.01369863,329.76,2,3,2,7,At-Risk,0,At-Risk
C00421,156,1,19.75,19.75,0.002739726,19.75,2,1,1,4,Dormant,2,Dormant
C00422,27,9,2772.3634,308.0403778,0.024657534,2772.3634,4,4,4,12,Loyalists,3,At-Risk
C00423,48,5,690.56,138.112,0.01369863,690.56,4,3,3,10,Loyalists,3,At-Risk
C00424,10,12,3469.76,289.1466667,0.032876712,3469.76,5,4,5,14,Champions,1,Loyalists
C00425,100,6,680.37,113.395,0.016438356,680.37,3,3,3,9,At-Risk,0,At-Risk
C00426,61,6,961.81,160.3016667,0.016438356,961.81,3,3,3,9,At-Risk,3,At-Risk
C00427,317,2,61.13,30.565,0.005479452,61.13,1,1,1,3,Dormant,2,Dormant
C00428,49,7,973.99,139.1414286,0.019178082,973.99,4,3,3,10,Loyalists,3,At-Risk
C00429,24,13,4259.01,327.6161538,0.035616438,4259.01,4,5,5,14,Champions,1,Loyalists
C00430,29,4,1247.33,311.8325,0.010958904,1247.33,4,2,4,10,Loyalists,3,At-Risk
C00431,147,3,393.31,131.1033333,0.008219178,393.31,2,2,3,7,At-Risk,0,At-Risk
C00432,158,3,154.17,51.39,0.008219178,154.17,2,2,2,6,At-Risk,0,At-Risk
C00433,12,22,6930.31,315.0140909,0.060273973,6930.31,5,5,5,15,Champions,1,Loyalists
C00434,11,24,7758.4434,323.268475,0.065753425,7758.4434,5,5,5,15,Champions,1,Loyalists
C00435,58,6,541.02,90.17,0.016438356,541.02,3,3,3,9,At-Risk,0,At-Risk
C00436,17,23,6580.3268,286.1011652,0.063013699,6580.3268,5,5,5,15,Champions,1,Loyalists
C00437,318,2,93.14,46.57,0.005479452,93.14,1,1,1,3,Dormant,2,Dormant
C00438,206,1,75.37,75.37,0.002739726,75.37,2,1,1,4,Dormant,2,Dormant
C00439,17,14,4240.4034,302.8859571,0.038356164,4240.4034,5,5,5,15,Champions,1,Loyalists
C00440,13,19,5705.6,300.2947368,0.052054795,5705.6,5,5,5,15,Champions,1,Loyalists
C00441,281,1,68.78,68.78,0.002739726,68.78,1,1,1,3,Dormant,2,Dormant
C00442,18,3,379.71,126.57,0.008219178,379.71,4,2,3,9,At-Risk,3,At-Risk
C00443,37,10,1658.99,165.899,0.02739726,1658.99,4,4,4,12,Loyalists,3,At-Risk
C00444,322,2,94.34,47.17,0.005479452,94.34,1,1,1,3,Dormant,2,Dormant
C00445,423,1,66.9,66.9,0.002739726,66.9,1,1,1,3,Dormant,2,Dormant
C00446,338,1,27.67,27.67,0.002739726,27.67,1,1,1,3,Dormant,2,Dormant
C00447,126,2,280.67,140.335,0.005479452,280.67,2,1,2,5,Dormant,0,At-Risk
C00448,59,8,1276.51,159.56375,0.021917808,1276.51,3,4,4,11,Loyalists,3,At-Risk
C00449,8,5,1455.83,291.166,0.01369863,1455.83,5,3,4,12,Loyalists,3,At-Risk
C00450,134,4,479.57,119.8925,0.010958904,479.57,2,2,3,7,At-Risk,0,At-Risk
C00451,120,4,438.44,109.61,0.010958904,438.44,2,2,3,7,At-Risk,0,At-Risk
C00452,56,9,1616.8,179.6444444,0.024657534,1616.8,3,4,4,11,Loyalists,3,At-Risk
C00453,281,2,140.99,70.495,0.005479452,140.99,1,1,2,4,Dormant,2,Dormant
C00454,11,12,3896.42,324.7016667,0.032876712,3896.42,5,4,5,14,Champions,1,Loyalists
C00455,58,7,972.65,138.95,0.019178082,972.65,3,3,3,9,At-Risk,3,At-Risk
C00456,10,22,6475.2434,294.3292455,0.060273973,6475.2434,5,5,5,15,Champions,1,Loyalists
C00457,57,5,747.08,149.416,0.01369863,747.08,3,3,3,9,At-Risk,0,At-Risk
C00458,25,8,2573.01,321.62625,0.021917808,2573.01,4,4,4,12,Loyalists,3,At-Risk
C00459,16,14,4277.24,305.5171429,0.038356164,4277.24,5,5,5,15,Champions,1,Loyalists
C00460,14,15,4275.17,285.0113333,0.04109589,4275.17,5,5,5,15,Champions,1,Loyalists
C00461,156,3,315.99,105.33,0.008219178,315.99,2,2,2,6,At-Risk,0,At-Risk
C00462,82,6,667.1,111.1833333,0.016438356,667.1,3,3,3,9,At-Risk,0,At-Risk
C00463,95,5,437.22,87.444,0.01369863,437.22,3,3,3,9,At-Risk,0,At-Risk
C00464,408,1,31.3,31.3,0.002739726,31.3,1,1,1,3,Dormant,2,Dormant
C00465,40,1,146.56,146.56,0.002739726,146.56,4,1,2,7,At-Risk,0,At-Risk
C00466,51,7,1149.47,164.21,0.019178082,1149.47,4,3,4,11,Loyalists,3,At-Risk
C00467,397,2,137.06,68.53,0.005479452,137.06,1,1,2,4,Dormant,2,Dormant
C00468,18,13,3996.75,307.4423077,0.035616438,3996.75,4,5,5,14,Champions,1,Loyalists
C00469,301,3,124.89,41.63,0.008219178,124.89,1,2,2,5,Dormant,2,Dormant
C00470,23,13,3847.93,295.9946154,0.035616438,3847.93,4,5,5,14,Champions,1,Loyalists
C00471,332,3,165.84,55.28,0.008219178,165.84,1,2,2,5,Dormant,2,Dormant
C00472,16,18,5117.5334,284.3074111,0.049315068,5117.5334,5,5,5,15,Champions,1,Loyalists
C00473,352,1,28.36,28.36,0.002739726,28.36,1,1,1,3,Dormant,2,Dormant
C00474,165,3,138.25,46.08333333,0.008219178,138.25,2,2,2,6,At-Risk,2,Dormant
C00475,332,1,67.53,67.53,0.002739726,67.53,1,1,1,3,Dormant,2,Dormant
C00476,16,13,4394.3534,338.0271846,0.035616438,4394.3534,5,5,5,15,Champions,1,Loyalists
C00477,201,1,50.95,50.95,0.002739726,50.95,2,1,1,4,Dormant,2,Dormant
C00478,324,2,124.9,62.45,0.005479452,124.9,1,1,2,4,Dormant,2,Dormant
C00479,75,3,252.58,84.19333333,0.008219178,252.58,3,2,2,7,At-Risk,0,At-Risk
C00480,171,3,204.5,68.16666667,0.008219178,204.5,2,2,2,6,At-Risk,0,At-Risk
C00481,120,4,409.73,102.4325,0.010958904,409.73,2,2,3,7,At-Risk,0,At-Risk
C00482,42,10,1754.27,175.427,0.02739726,1754.27,4,4,4,12,Loyalists,3,At-Risk
C00483,144,1,138.78,138.78,0.002739726,138.78,2,1,2,5,Dormant,2,Dormant
C00484,124,4,289.48,72.37,0.010958904,289.48,2,2,2,6,At-Risk,0,At-Risk
C00485,348,3,48.39,16.13,0.008219178,48.39,1,2,1,4,Dormant,2,Dormant
C00486,13,13,3719.26,286.0969231,0.035616438,3719.26,5,5,5,15,Champions,1,Loyalists
C00487,39,4,585.28,146.32,0.010958904,585.28,4,2,3,9,At-Risk,0,At-Risk
C00488,350,2,129.27,64.635,0.005479452,129.27,1,1,2,4,Dormant,2,Dormant
C00489,328,1,75.39,75.39,0.002739726,75.39,1,1,1,3,Dormant,2,Dormant
C00490,78,4,525.38,131.345,0.010958904,525.38,3,2,3,8,At-Risk,0,At-Risk
C00491,94,1,97.52,97.52,0.002739726,97.52,3,1,1,5,Dormant,2,Dormant
C00492,45,12,1879.1,156.5916667,0.032876712,1879.1,4,4,4,12,Loyalists,3,At-Risk
C00493,54,1,328.88,328.88,0.002739726,328.88,3,1,2,6,At-Risk,0,At-Risk
C00494,52,10,1313.12,131.312,0.02739726,1313.12,3,4,4,11,Loyalists,3,At-Risk
C00495,53,9,1197.86,133.0955556,0.024657534,1197.86,3,4,4,11,Loyalists,3,At-Risk
C00496,148,1,46.42,46.42,0.002739726,46.42,2,1,1,4,Dormant,2,Dormant
C00497,12,17,4609.3834,271.1402,0.046575342,4609.3834,5,5,5,15,Champions,1,Loyalists
C00498,279,2,136.46,68.23,0.005479452,136.46,1,1,2,4,Dormant,2,Dormant
C00499,289,1,72.94,72.94,0.002739726,72.94,1,1,1,3,Dormant,2,Dormant
C00500,104,2,219.58,109.79,0.005479452,219.58,3,1,2,6,At-Risk,0,At-Risk
C00501,99,1,65.58,65.58,0.002739726,65.58,3,1,1,5,Dormant,2,Dormant
C00502,30,7,1042.18,148.8828571,0.019178082,1042.18,4,3,4,11,Loyalists,3,At-Risk
C00503,332,1,55.58,55.58,0.002739726,55.58,1,1,1,3,Dormant,2,Dormant
C00504,192,5,488.82,97.764,0.01369863,488.82,2,3,3,8,At-Risk,0,At-Risk
C00505,20,19,5497.74,289.3547368,0.052054795,5497.74,4,5,5,14,Champions,1,Loyalists
C00506,361,1,54.48,54.48,0.002739726,54.48,1,1,1,3,Dormant,2,Dormant
C00507,362,1,77.62,77.62,0.002739726,77.62,1,1,1,3,Dormant,2,Dormant
C00508,383,1,69.41,69.41,0.002739726,69.41,1,1,1,3,Dormant,2,Dormant
C00509,149,1,182.9,182.9,0.002739726,182.9,2,1,2,5,Dormant,0,At-Risk
C00510,144,6,693.78,115.63,0.016438356,693.78,2,3,3,8,At-Risk,0,At-Risk
C00511,50,4,673.21,168.3025,0.010958904,673.21,4,2,3,9,At-Risk,0,At-Risk
C00512,297,2,80.96,40.48,0.005479452,80.96,1,1,1,3,Dormant,2,Dormant
C00513,354,1,78.61,78.61,0.002739726,78.61,1,1,1,3,Dormant,2,Dormant
C00514,20,20,6113.6834,305.68417,0.054794521,6113.6834,4,5,5,14,Champions,1,Loyalists
C00515,11,24,6823.53,284.31375,0.065753425,6823.53,5,5,5,15,Champions,1,Loyalists
C00516,58,4,555.1,138.775,0.010958904,555.1,3,2,3,8,At-Risk,0,At-Risk
C00517,300,1,66.37,66.37,0.002739726,66.37,1,1,1,3,Dormant,2,Dormant
C00518,402,1,36.07,36.07,0.002739726,36.07,1,1,1,3,Dormant,2,Dormant
C00519,19,8,2302.2,287.775,0.021917808,2302.2,4,4,4,12,Loyalists,3,At-Risk
C00520,111,2,219.34,109.67,0.005479452,219.34,3,1,2,6,At-Risk,0,At-Risk
C00521,36,10,1244.57,124.457,0.02739726,1244.57,4,4,4,12,Loyalists,3,At-Risk
C00522,292,1,57.13,57.13,0.002739726,57.13,1,1,1,3,Dormant,2,Dormant
C00523,335,1,72.72,72.72,0.002739726,72.72,1,1,1,3,Dormant,2,Dormant
C00524,303,1,50.56,50.56,0.002739726,50.56,1,1,1,3,Dormant,2,Dormant
C00525,53,3,596.65,198.8833333,0.008219178,596.65,3,2,3,8,At-Risk,0,At-Risk
C00526,35,16,2374.92,148.4325,0.043835616,2374.92,4,5,4,13,Champions,1,Loyalists
C00527,25,1,134.43,134.43,0.002739726,134.43,4,1,2,7,At-Risk,0,At-Risk
C00528,16,8,2143.77,267.97125,0.021917808,2143.77,5,4,4,13,Champions,3,At-Risk
C00529,351,1,48.46,48.46,0.002739726,48.46,1,1,1,3,Dormant,2,Dormant
C00530,296,3,183.57,61.19,0.008219178,183.57,1,2,2,5,Dormant,2,Dormant
C00531,376,1,34.94,34.94,0.002739726,34.94,1,1,1,3,Dormant,2,Dormant
C00532,439,1,40.32,40.32,0.002739726,40.32,1,1,1,3,Dormant,2,Dormant
C00533,140,2,178.18,89.09,0.005479452,178.18,2,1,2,5,Dormant,0,At-Risk
C00534,113,1,96.65,96.65,0.002739726,96.65,3,1,1,5,Dormant,2,Dormant
C00535,352,1,29.27,29.27,0.002739726,29.27,1,1,1,3,Dormant,2,Dormant
C00536,284,2,77.92,38.96,0.005479452,77.92,1,1,1,3,Dormant,2,Dormant
C00537,6,16,4618.8934,288.6808375,0.043835616,4618.8934,5,5,5,15,Champions,1,Loyalists
C00538,30,12,2129.28,177.44,0.032876712,2129.28,4,4,4,12,Loyalists,3,At-Risk
C00539,10,13,4293.1334,330.2410308,0.035616438,4293.1334,5,5,5,15,Champions,1,Loyalists
C00540,300,1,58.05,58.05,0.002739726,58.05,1,1,1,3,Dormant,2,Dormant
C00541,147,3,203.73,67.91,0.008219178,203.73,2,2,2,6,At-Risk,0,At-Risk
C00542,23,17,4619.42,271.7305882,0.046575342,4619.42,4,5,5,14,Champions,1,Loyalists
C00543,88,4,435.43,108.8575,0.010958904,435.43,3,2,3,8,At-Risk,0,At-Risk
C00544,156,2,147.49,73.745,0.005479452,147.49,2,1,2,5,Dormant,2,Dormant
C00545,31,7,1163.58,166.2257143,0.019178082,1163.58,4,3,4,11,Loyalists,3,At-Risk
C00546,15,17,5036.22,296.2482353,0.046575342,5036.22,5,5,5,15,Champions,1,Loyalists
C00547,95,6,738.41,123.0683333,0.016438356,738.41,3,3,3,9,At-Risk,0,At-Risk
C00548,162,1,93.96,93.96,0.002739726,93.96,2,1,1,4,Dormant,2,Dormant
C00549,127,2,176.66,88.33,0.005479452,176.66,2,1,2,5,Dormant,0,At-Risk
C00550,132,2,233.96,116.98,0.005479452,233.96,2,1,2,5,Dormant,0,At-Risk
C00551,326,4,215.43,53.8575,0.010958904,215.43,1,2,2,5,Dormant,2,Dormant
C00552,142,4,479.89,119.9725,0.010958904,479.89,2,2,3,7,At-Risk,0,At-Risk
C00553,131,3,200.78,66.92666667,0.008219178,200.78,2,2,2,6,At-Risk,0,At-Risk
C00554,310,1,40.99,40.99,0.002739726,40.99,1,1,1,3,Dormant,2,Dormant
C00555,83,1,101.59,101.59,0.002739726,101.59,3,1,1,5,Dormant,2,Dormant
C00556,16,11,3493.16,317.56,0.030136986,3493.16,5,4,5,14,Champions,3,At-Risk
C00557,13,9,2409.28,267.6977778,0.024657534,2409.28,5,4,4,13,Champions,3,At-Risk
C00558,166,3,333.49,111.1633333,0.008219178,333.49,2,2,2,6,At-Risk,0,At-Risk
C00559,171,5,647.72,129.544,0.01369863,647.72,2,3,3,8,At-Risk,0,At-Risk
C00560,98,5,483.77,96.754,0.01369863,483.77,3,3,3,9,At-Risk,0,At-Risk
C00561,1,14,4402.8234,314.4873857,0.038356164,4402.8234,5,5,5,15,Champions,1,Loyalists
C00562,17,17,5508.74,324.0435294,0.046575342,5508.74,5,5,5,15,Champions,1,Loyalists
C00563,3,15,4563.16,304.2106667,0.04109589,4563.16,5,5,5,15,Champions,1,Loyalists
C00564,60,9,1184.44,131.6044444,0.024657534,1184.44,3,4,4,11,Loyalists,3,At-Risk
C00565,178,2,292.4,146.2,0.005479452,292.4,2,1,2,5,Dormant,0,At-Risk
C00566,42,11,1489,135.3636364,0.030136986,1489,4,4,4,12,Loyalists,3,At-Risk
C00567,16,11,1563.17,142.1063636,0.030136986,1563.17,5,4,4,13,Champions,3,At-Risk
C00568,283,1,71.95,71.95,0.002739726,71.95,1,1,1,3,Dormant,2,Dormant
C00569,25,4,597.29,149.3225,0.010958904,597.29,4,2,3,9,At-Risk,3,At-Risk
